age,education_level,years_of_experience,technical_test_score,interview_score,previous_employment,suitable_for_employment
38.0,Bachelor's,14,36.9,8.6,Yes,No
43.0,High School,25,34.3,8.3,Yes,No
25.0,Bachelor's,3,66.1,6.9,No,No
65.0,High School,47,36.9,8.9,Yes,Yes
19.0,Bachelor's,0,31.6,4.6,Yes,No
23.0,Bachelor's,1,56.1,8.7,Yes,No
45.0,Master's,20,55.2,4.9,Yes,No
46.0,Bachelor's,24,47.4,9.0,Yes,Yes
43.0,High School,24,50.9,6.5,Yes,No
42.0,High School,23,65.3,2.5,Yes,No
29.0,Bachelor's,5,50.6,8.0,Yes,No
22.0,High School,2,66.4,8.1,Yes,No
51.0,High School,32,57.4,5.6,Yes,No
65.0,Master's,40,68.4,5.8,Yes,Yes
54.0,High School,34,82.6,6.2,Yes,Yes
32.0,Master's,7,81.8,2.6,Yes,No
61.0,High School,41,90.8,1.8,Yes,No
53.0,PhD,24,81.8,9.1,Yes,Yes
32.0,Bachelor's,10,69.8,4.9,Yes,No
60.0,Master's,36,56.3,10.0,No,Yes
,High School,,57.2,9.2,Yes,Yes
40.0,Master's,,47.4,9.6,Yes,Yes
23.0,Master's,0,65.1,5.2,,No
63.0,Bachelor's,40,78.9,3.3,Yes,Yes
61.0,Bachelor's,37,50.5,4.3,No,No
60.0,Master's,34,64.3,5.6,No,Yes
62.0,High School,44,51.5,1.8,Yes,No
38.0,,,69.2,5.5,Yes,Yes
40.0,Master's,14,54.0,6.1,No,No
60.0,Bachelor's,37,50.2,3.9,No,No
33.0,High School,13,51.4,4.4,,No
64.0,Bachelor's,42,75.1,6.1,Yes,Yes
32.0,Master's,8,63.1,7.2,No,No
42.0,High School,24,56.4,4.7,No,No
53.0,High School,35,70.2,7.1,Yes,Yes
28.0,High School,8,56.7,6.8,Yes,No
32.0,Master's,7,87.5,6.6,Yes,Yes
21.0,High School,2,45.5,5.2,Yes,No
38.0,Bachelor's,15,61.3,3.8,Yes,No
30.0,Bachelor's,6,36.9,9.9,Yes,No
39.0,Master's,13,58.1,7.8,No,Yes
36.0,PhD,7,31.4,8.5,Yes,No
51.0,High School,32,79.9,6.3,Yes,Yes
31.0,Bachelor's,7,80.3,6.2,No,No
21.0,Master's,0,80.7,7.5,Yes,Yes
65.0,Bachelor's,43,65.6,2.8,No,No
63.0,High School,45,47.4,4.3,No,No
44.0,Master's,19,49.0,4.9,Yes,No
46.0,PhD,19,95.6,5.6,Yes,Yes
64.0,Bachelor's,42,93.7,4.7,No,Yes
45.0,Bachelor's,23,67.5,7.2,Yes,Yes
52.0,Bachelor's,28,54.7,6.7,Yes,Yes
,High School,,92.4,9.3,No,Yes
33.0,Master's,9,51.1,10.0,Yes,Yes
59.0,Master's,35,69.6,4.0,Yes,Yes
53.0,Master's,29,92.0,6.8,Yes,Yes
47.0,High School,27,48.3,6.8,Yes,No
35.0,Bachelor's,12,81.6,6.5,Yes,Yes
19.0,High School,0,75.4,4.3,Yes,No
30.0,Bachelor's,6,64.2,4.7,Yes,No
21.0,Master's,0,45.1,7.0,Yes,No
43.0,High School,24,50.5,4.6,No,No
42.0,Bachelor's,20,70.8,6.8,Yes,Yes
47.0,Bachelor's,25,36.5,6.0,Yes,No
,PhD,,67.6,6.8,Yes,Yes
24.0,Master's,0,75.8,4.6,No,No
48.0,Master's,23,84.7,6.8,Yes,Yes
61.0,Bachelor's,37,37.0,4.7,Yes,No
27.0,High School,8,91.3,6.8,No,No
56.0,Bachelor's,,98.9,9.2,No,Yes
30.0,Bachelor's,6,73.2,7.0,Yes,Yes
48.0,Bachelor's,26,44.2,7.1,No,No
24.0,Bachelor's,2,58.4,8.1,No,No
59.0,Bachelor's,37,64.0,3.7,,Yes
59.0,Bachelor's,36,70.4,9.9,Yes,Yes
53.0,High School,34,65.4,4.4,Yes,No
37.0,Bachelor's,13,70.6,8.3,Yes,Yes
21.0,Bachelor's,0,63.2,8.0,Yes,No
24.0,Bachelor's,0,70.3,4.7,Yes,No
18.0,Bachelor's,0,55.8,8.5,Yes,No
,Bachelor's,,58.2,7.5,Yes,Yes
62.0,Master's,,53.5,10.0,Yes,Yes
59.0,Master's,33,100.0,6.9,Yes,Yes
64.0,Bachelor's,41,94.3,6.3,Yes,Yes
30.0,Bachelor's,8,76.1,5.5,Yes,No
39.0,Bachelor's,16,91.5,3.0,Yes,No
38.0,Master's,12,81.0,5.9,No,Yes
39.0,Master's,15,68.6,5.9,No,No
45.0,Bachelor's,22,34.9,7.0,Yes,No
26.0,Bachelor's,4,59.8,3.7,Yes,No
43.0,Bachelor's,21,58.3,6.0,Yes,Yes
26.0,Bachelor's,2,42.3,7.7,Yes,No
32.0,Bachelor's,9,35.3,7.9,Yes,No
27.0,Bachelor's,3,74.9,2.8,Yes,No
41.0,Bachelor's,18,71.5,7.9,Yes,Yes
59.0,High School,40,41.7,6.0,Yes,No
25.0,PhD,0,50.1,6.1,Yes,No
41.0,Master's,17,88.2,1.8,No,No
33.0,Bachelor's,11,47.4,9.5,No,No
43.0,Bachelor's,19,68.4,6.9,Yes,Yes
44.0,High School,25,61.2,3.4,No,No
54.0,High School,35,75.1,7.3,No,Yes
21.0,Bachelor's,0,47.9,7.2,No,No
41.0,Bachelor's,18,66.8,8.9,No,Yes
36.0,Master's,10,68.4,5.9,No,No
53.0,Bachelor's,30,69.6,6.5,Yes,Yes
56.0,Bachelor's,33,66.6,5.2,Yes,Yes
27.0,Bachelor's,5,71.9,7.7,No,No
42.0,High School,23,100.0,4.9,Yes,Yes
35.0,High School,15,100.0,4.7,No,No
36.0,Master's,10,52.2,6.4,No,No
53.0,PhD,24,18.6,4.0,Yes,No
27.0,Bachelor's,3,76.9,9.7,Yes,Yes
50.0,Bachelor's,28,68.7,10.0,Yes,Yes
22.0,PhD,0,86.2,5.6,Yes,Yes
64.0,High School,,70.7,3.7,Yes,No
52.0,Master's,26,66.2,7.2,Yes,Yes
61.0,Bachelor's,38,87.6,5.5,Yes,Yes
51.0,Bachelor's,29,90.4,8.8,Yes,Yes
50.0,Bachelor's,27,37.3,4.9,Yes,No
38.0,Bachelor's,14,48.7,7.6,No,No
34.0,Master's,8,62.9,6.7,No,No
39.0,High School,20,67.0,5.1,Yes,No
65.0,Bachelor's,42,60.5,7.0,Yes,Yes
54.0,High School,34,73.7,8.3,No,Yes
32.0,Master's,8,84.9,6.7,Yes,Yes
52.0,Bachelor's,28,99.5,6.7,Yes,Yes
45.0,Master's,20,76.6,4.8,Yes,Yes
24.0,Bachelor's,2,48.0,8.8,Yes,No
49.0,High School,29,62.1,8.6,Yes,Yes
28.0,High School,9,63.5,5.7,Yes,No
27.0,Bachelor's,4,75.3,6.3,Yes,No
26.0,High School,7,72.8,9.3,Yes,Yes
31.0,Bachelor's,9,100.0,4.2,Yes,Yes
30.0,High School,12,55.8,7.7,Yes,No
42.0,Bachelor's,20,72.7,5.4,Yes,Yes
19.0,Bachelor's,0,100.0,10.0,Yes,Yes
52.0,Bachelor's,29,53.3,6.6,No,No
24.0,Master's,0,67.9,9.0,Yes,Yes
38.0,Bachelor's,16,46.1,5.0,Yes,No
35.0,PhD,8,66.6,4.0,Yes,No
20.0,High School,1,49.4,6.0,No,No
59.0,Bachelor's,35,85.9,7.0,No,Yes
56.0,Bachelor's,32,67.9,5.5,Yes,Yes
58.0,Bachelor's,35,46.3,8.0,Yes,Yes
,Bachelor's,,81.8,6.1,Yes,Yes
56.0,Bachelor's,34,68.6,2.3,Yes,No
41.0,Bachelor's,19,84.1,7.6,No,Yes
63.0,Bachelor's,40,42.0,4.7,Yes,Yes
36.0,PhD,7,72.4,5.8,Yes,Yes
21.0,PhD,0,80.5,9.6,Yes,Yes
43.0,Bachelor's,20,56.5,10.0,Yes,Yes
55.0,High School,36,39.8,5.3,Yes,No
59.0,Master's,35,64.2,7.7,Yes,Yes
49.0,PhD,22,89.6,5.4,Yes,Yes
56.0,Bachelor's,34,87.5,5.9,Yes,Yes
62.0,Bachelor's,38,56.4,5.3,Yes,Yes
63.0,PhD,35,39.3,3.1,Yes,No
53.0,Master's,28,56.4,6.7,Yes,Yes
57.0,Bachelor's,33,55.6,7.1,Yes,Yes
54.0,Bachelor's,32,73.9,5.2,No,Yes
50.0,PhD,22,62.9,8.7,Yes,Yes
53.0,Master's,27,49.9,5.6,Yes,Yes
20.0,Master's,0,87.1,5.2,No,No
26.0,Master's,2,67.8,7.6,No,No
25.0,High School,6,73.7,3.4,No,No
50.0,Master's,26,30.5,8.3,Yes,Yes
23.0,Bachelor's,0,16.5,5.7,Yes,No
58.0,PhD,31,36.2,8.5,Yes,Yes
56.0,Bachelor's,33,55.4,9.1,Yes,Yes
21.0,Master's,0,76.5,7.8,Yes,Yes
30.0,Bachelor's,8,18.2,4.9,No,No
19.0,Bachelor's,0,96.9,4.0,Yes,No
22.0,High School,4,68.4,3.6,Yes,No
61.0,Bachelor's,37,92.2,8.7,Yes,Yes
44.0,Master's,20,47.3,6.2,Yes,Yes
49.0,Master's,,75.1,5.3,No,No
38.0,Bachelor's,14,66.7,6.2,Yes,No
25.0,High School,5,81.4,8.7,Yes,Yes
55.0,PhD,28,60.3,8.1,Yes,Yes
25.0,Master's,0,74.5,7.4,No,No
20.0,Master's,0,87.0,7.8,No,Yes
61.0,Master's,35,52.0,6.9,Yes,Yes
20.0,Master's,0,69.8,7.1,Yes,Yes
39.0,Bachelor's,17,27.2,6.9,Yes,No
23.0,Master's,0,79.1,6.5,No,No
19.0,Bachelor's,0,100.0,8.0,Yes,Yes
40.0,Master's,16,40.1,7.2,Yes,No
61.0,Master's,36,63.2,4.7,Yes,Yes
19.0,High School,0,82.6,7.6,No,No
55.0,Bachelor's,31,65.6,7.0,No,Yes
34.0,High School,15,68.3,7.7,Yes,Yes
52.0,High School,34,57.2,6.3,Yes,Yes
51.0,Bachelor's,29,56.4,8.1,Yes,Yes
40.0,Master's,16,63.3,6.4,Yes,Yes
47.0,High School,29,65.8,7.9,Yes,Yes
25.0,Bachelor's,2,41.4,5.6,No,No
39.0,PhD,10,63.7,5.7,No,No
61.0,Master's,36,96.4,7.7,No,Yes
53.0,Bachelor's,29,56.6,5.8,Yes,Yes
22.0,Master's,0,40.3,10.0,Yes,Yes
30.0,Bachelor's,7,62.0,7.6,No,No
46.0,High School,27,50.7,6.5,Yes,No
48.0,High School,30,38.2,8.1,Yes,Yes
64.0,High School,44,67.8,5.5,Yes,Yes
33.0,Bachelor's,11,50.8,8.3,No,No
59.0,PhD,32,52.5,8.3,No,Yes
47.0,,,68.1,9.0,Yes,Yes
33.0,Bachelor's,10,34.3,5.6,Yes,No
29.0,Bachelor's,7,30.2,4.1,No,No
34.0,Bachelor's,12,78.4,5.3,No,No
33.0,Master's,9,26.4,5.9,Yes,No
29.0,Master's,4,45.5,9.8,Yes,Yes
25.0,High School,7,29.0,10.0,Yes,No
37.0,High School,19,55.3,7.2,Yes,No
20.0,Bachelor's,0,73.6,6.5,No,No
33.0,Bachelor's,10,67.2,5.8,Yes,No
47.0,Bachelor's,24,100.0,,Yes,Yes
62.0,Bachelor's,38,86.7,10.0,Yes,Yes
40.0,Bachelor's,17,46.4,10.0,Yes,Yes
45.0,Bachelor's,21,41.1,8.8,Yes,Yes
57.0,Bachelor's,34,100.0,8.7,No,Yes
22.0,Bachelor's,0,86.3,8.2,Yes,Yes
37.0,Master's,12,76.8,6.4,Yes,Yes
57.0,PhD,28,66.5,5.0,Yes,Yes
61.0,Master's,37,70.5,6.5,No,Yes
18.0,Master's,,35.4,7.3,No,No
47.0,Bachelor's,23,68.1,3.6,Yes,No
38.0,Bachelor's,15,66.4,,Yes,Yes
37.0,PhD,10,46.9,4.8,Yes,No
23.0,High School,3,54.2,8.5,Yes,No
39.0,Bachelor's,16,95.3,5.4,Yes,Yes
35.0,Bachelor's,12,62.5,7.2,No,No
25.0,Bachelor's,2,100.0,5.1,Yes,Yes
56.0,Bachelor's,34,30.2,9.7,No,Yes
49.0,Bachelor's,25,54.6,3.1,Yes,No
50.0,Master's,25,34.1,7.5,Yes,Yes
33.0,Bachelor's,10,40.8,3.9,Yes,No
,Master's,,48.4,5.5,Yes,No
55.0,Bachelor's,31,71.3,6.9,Yes,Yes
51.0,PhD,24,70.3,7.0,,Yes
31.0,Bachelor's,9,51.4,7.0,Yes,No
53.0,Bachelor's,,20.4,6.8,Yes,No
50.0,High School,32,94.6,5.2,No,Yes
40.0,High School,22,59.3,6.2,No,No
62.0,Bachelor's,39,42.7,6.6,Yes,Yes
19.0,Bachelor's,0,70.5,6.9,No,No
58.0,Bachelor's,35,,6.4,Yes,Yes
38.0,High School,18,58.5,8.0,Yes,Yes
19.0,Master's,0,68.0,6.7,Yes,No
44.0,Master's,18,41.9,6.9,No,No
26.0,High School,8,80.2,5.7,Yes,No
18.0,Bachelor's,0,45.1,4.4,Yes,No
28.0,Master's,2,52.9,6.8,Yes,No
20.0,Bachelor's,0,78.0,8.9,Yes,Yes
40.0,Bachelor's,16,89.1,7.4,Yes,Yes
43.0,Bachelor's,20,96.7,4.9,,Yes
21.0,High School,3,86.1,8.1,Yes,Yes
35.0,Bachelor's,12,58.5,5.8,Yes,No
23.0,High School,5,34.2,7.9,Yes,No
52.0,Bachelor's,30,93.1,5.8,Yes,Yes
39.0,High School,20,92.4,7.2,Yes,Yes
60.0,PhD,33,51.6,5.5,Yes,Yes
32.0,Bachelor's,9,83.4,5.5,No,No
39.0,High School,19,58.4,3.4,Yes,No
54.0,Bachelor's,32,95.0,7.5,Yes,Yes
59.0,Bachelor's,37,54.7,7.2,No,Yes
29.0,Bachelor's,5,100.0,7.4,Yes,Yes
64.0,Bachelor's,42,80.7,7.1,Yes,Yes
59.0,High School,39,100.0,5.0,No,Yes
55.0,Bachelor's,31,55.7,8.4,Yes,Yes
35.0,Bachelor's,13,73.1,8.5,Yes,Yes
62.0,High School,42,45.6,4.9,No,No
52.0,Master's,26,81.9,7.6,Yes,Yes
,Bachelor's,,83.0,,Yes,Yes
41.0,Bachelor's,17,100.0,5.6,Yes,Yes
59.0,Bachelor's,37,74.6,5.9,Yes,Yes
47.0,Bachelor's,,79.5,7.6,Yes,Yes
31.0,PhD,3,55.6,3.5,Yes,No
23.0,High School,4,75.8,4.3,No,No
20.0,High School,,57.4,4.5,No,No
33.0,High School,14,67.3,2.9,Yes,No
24.0,High School,6,68.5,8.7,No,No
31.0,High School,11,58.0,2.5,Yes,No
26.0,Bachelor's,4,66.3,7.2,Yes,No
32.0,Bachelor's,9,57.5,8.1,No,No
38.0,PhD,10,57.4,5.9,Yes,No
52.0,High School,33,86.5,5.2,Yes,Yes
19.0,Bachelor's,0,68.5,7.0,Yes,No
44.0,PhD,17,71.9,6.5,Yes,Yes
19.0,Master's,0,35.9,8.5,Yes,No
52.0,Bachelor's,30,73.5,1.2,Yes,No
35.0,Bachelor's,11,75.6,4.7,No,No
31.0,Master's,6,57.0,7.6,Yes,Yes
37.0,Bachelor's,14,100.0,6.6,Yes,Yes
35.0,High School,16,19.2,8.0,Yes,No
27.0,Master's,2,80.7,7.0,Yes,Yes
42.0,Bachelor's,20,79.3,6.2,No,Yes
19.0,High School,0,75.8,5.9,No,No
42.0,Bachelor's,18,68.5,10.0,No,Yes
50.0,Bachelor's,27,76.0,9.6,Yes,Yes
53.0,Master's,29,82.4,7.5,No,Yes
48.0,High School,29,50.5,6.7,Yes,No
31.0,Master's,5,71.0,7.6,Yes,Yes
18.0,Bachelor's,0,61.3,8.2,Yes,No
63.0,Bachelor's,41,43.1,7.3,No,Yes
33.0,High School,13,79.3,5.0,Yes,No
63.0,Master's,39,53.7,10.0,Yes,Yes
20.0,PhD,0,35.0,7.0,Yes,No
52.0,Bachelor's,29,54.2,,Yes,Yes
58.0,High School,40,49.0,6.9,No,Yes
23.0,Bachelor's,0,85.6,6.0,Yes,No
42.0,Master's,18,68.1,9.3,Yes,Yes
30.0,High School,11,92.6,7.1,Yes,Yes
51.0,Bachelor's,28,51.7,6.8,No,No
25.0,Bachelor's,1,82.5,4.1,Yes,No
38.0,Bachelor's,14,100.0,7.8,Yes,Yes
51.0,Bachelor's,29,72.1,5.5,Yes,Yes
21.0,High School,2,82.2,5.6,Yes,No
42.0,Master's,17,78.9,5.5,No,Yes
32.0,Bachelor's,9,36.6,7.4,No,No
21.0,Bachelor's,0,76.7,3.4,Yes,No
62.0,Bachelor's,40,71.1,6.1,Yes,Yes
29.0,Bachelor's,7,59.8,8.5,Yes,Yes
49.0,,,47.3,4.0,Yes,No
49.0,Bachelor's,27,78.9,6.8,Yes,Yes
45.0,Bachelor's,22,45.6,5.2,Yes,No
30.0,Bachelor's,8,100.0,5.7,No,Yes
48.0,Bachelor's,24,67.3,9.8,No,Yes
,Bachelor's,,40.5,3.2,No,No
37.0,High School,17,54.7,8.0,Yes,No
35.0,High School,17,59.4,5.5,No,No
46.0,Master's,21,100.0,5.4,Yes,Yes
23.0,High School,3,47.3,4.3,Yes,No
49.0,High School,29,62.7,8.0,No,Yes
46.0,Master's,21,54.2,6.1,No,No
60.0,High School,,75.0,5.9,No,No
19.0,Bachelor's,0,54.6,6.7,No,No
40.0,Bachelor's,16,42.2,6.2,No,No
36.0,High School,16,61.1,2.5,Yes,No
48.0,Bachelor's,26,59.0,5.5,,Yes
22.0,High School,4,53.2,8.3,Yes,No
36.0,,,54.2,3.5,Yes,No
51.0,Bachelor's,27,88.7,4.3,No,Yes
27.0,High School,7,58.6,5.6,No,No
42.0,High School,23,42.3,5.0,Yes,No
19.0,Bachelor's,0,55.8,6.4,No,No
28.0,High School,,66.1,4.3,Yes,No
48.0,Bachelor's,24,38.3,5.7,No,No
32.0,Bachelor's,9,97.5,6.4,Yes,Yes
26.0,Master's,2,82.4,7.8,Yes,Yes
40.0,Bachelor's,18,93.6,9.0,No,Yes
36.0,Master's,10,72.8,6.0,No,No
26.0,Master's,0,23.1,10.0,No,No
52.0,High School,33,95.7,6.1,No,Yes
38.0,Master's,12,47.7,8.2,Yes,Yes
26.0,Master's,2,49.4,10.0,Yes,Yes
45.0,Bachelor's,22,68.1,6.8,No,Yes
63.0,PhD,35,92.6,3.8,No,Yes
24.0,Bachelor's,2,86.1,6.7,Yes,Yes
33.0,Bachelor's,11,83.1,5.3,Yes,Yes
33.0,Master's,8,58.8,6.0,Yes,No
50.0,Bachelor's,26,58.4,10.0,Yes,Yes
21.0,Bachelor's,0,71.9,4.1,No,No
21.0,High School,2,62.4,7.1,Yes,No
56.0,Master's,30,82.8,4.7,Yes,Yes
57.0,Master's,31,81.6,5.9,No,Yes
34.0,Bachelor's,11,76.8,8.0,Yes,Yes
54.0,PhD,27,14.5,7.1,No,No
56.0,Bachelor's,32,67.6,6.0,Yes,Yes
46.0,High School,28,62.8,5.2,Yes,No
53.0,Bachelor's,,68.4,7.1,,Yes
55.0,Master's,31,49.9,9.9,Yes,Yes
56.0,High School,36,38.5,4.7,Yes,No
54.0,High School,35,74.3,10.0,No,Yes
52.0,Master's,26,57.9,8.9,Yes,Yes
,PhD,,76.5,9.2,Yes,Yes
44.0,Bachelor's,20,51.6,7.1,No,No
45.0,Bachelor's,22,93.3,8.8,Yes,Yes
39.0,PhD,11,85.0,4.5,No,No
,Master's,,70.9,5.2,Yes,Yes
24.0,Bachelor's,2,60.7,8.0,Yes,No
54.0,Master's,29,82.0,7.1,Yes,Yes
39.0,Master's,15,72.9,6.2,Yes,Yes
22.0,PhD,0,69.8,1.5,Yes,No
19.0,Master's,0,85.9,5.6,Yes,No
44.0,Bachelor's,22,93.5,4.2,Yes,Yes
38.0,Bachelor's,15,40.0,7.5,No,No
55.0,Bachelor's,33,44.0,6.1,No,No
32.0,Bachelor's,10,49.4,5.2,Yes,No
38.0,Master's,14,35.0,10.0,Yes,Yes
27.0,PhD,0,63.7,8.6,Yes,Yes
40.0,Bachelor's,17,77.0,8.6,Yes,Yes
56.0,Bachelor's,33,64.6,10.0,No,Yes
22.0,Bachelor's,0,54.3,8.1,Yes,No
,Bachelor's,,87.5,5.0,Yes,Yes
30.0,Bachelor's,7,67.8,4.7,Yes,No
38.0,High School,18,71.9,8.4,Yes,Yes
43.0,Bachelor's,21,88.1,2.4,No,No
62.0,High School,42,62.5,6.3,Yes,Yes
38.0,High School,18,100.0,2.2,No,No
35.0,Master's,10,,6.7,Yes,Yes
54.0,Bachelor's,31,100.0,8.2,Yes,Yes
62.0,Bachelor's,40,45.5,7.1,Yes,Yes
49.0,High School,29,75.3,8.4,No,Yes
53.0,High School,34,52.1,10.0,Yes,Yes
34.0,Master's,10,87.4,6.2,Yes,Yes
52.0,Bachelor's,30,55.4,10.0,Yes,Yes
28.0,Master's,3,70.8,6.9,Yes,Yes
38.0,Bachelor's,14,52.0,8.4,No,No
43.0,Bachelor's,21,83.7,5.3,Yes,Yes
21.0,Bachelor's,0,51.9,9.7,Yes,Yes
51.0,Master's,,98.7,8.6,Yes,Yes
65.0,Bachelor's,42,45.1,9.4,Yes,Yes
35.0,PhD,8,38.1,6.6,No,No
57.0,Bachelor's,33,84.0,4.0,,Yes
52.0,Bachelor's,30,,7.4,Yes,Yes
58.0,Master's,33,64.9,3.1,No,No
46.0,PhD,18,58.6,5.8,Yes,Yes
46.0,Bachelor's,23,38.7,6.9,No,No
55.0,High School,,63.5,10.0,No,Yes
59.0,Bachelor's,36,90.3,7.1,Yes,Yes
38.0,Bachelor's,15,85.1,6.8,Yes,Yes
59.0,PhD,30,69.6,6.4,Yes,Yes
30.0,Bachelor's,7,87.2,3.8,Yes,No
58.0,High School,39,43.8,6.7,Yes,Yes
34.0,PhD,5,58.5,6.7,No,No
26.0,Master's,2,72.9,4.6,No,No
58.0,High School,39,62.4,4.1,Yes,No
18.0,PhD,0,60.1,5.5,No,No
19.0,Bachelor's,0,41.0,6.6,Yes,No
65.0,Bachelor's,42,23.4,,,Yes
46.0,PhD,18,81.4,4.4,Yes,Yes
50.0,Bachelor's,26,69.9,7.1,Yes,Yes
27.0,High School,8,83.0,7.6,No,No
57.0,Bachelor's,35,56.3,6.7,Yes,Yes
38.0,Master's,14,50.7,5.4,Yes,No
45.0,High School,25,65.1,7.7,Yes,Yes
28.0,Bachelor's,5,82.1,6.1,Yes,No
51.0,Bachelor's,28,60.4,4.1,No,No
25.0,Bachelor's,1,81.0,8.6,No,Yes
39.0,Bachelor's,17,44.9,7.2,Yes,No
25.0,Master's,1,61.8,6.3,Yes,No
32.0,Bachelor's,8,63.6,3.4,Yes,No
34.0,Bachelor's,11,89.5,,Yes,Yes
40.0,Bachelor's,18,69.2,10.0,Yes,Yes
41.0,Bachelor's,18,99.9,3.5,Yes,Yes
,Master's,,38.0,6.0,No,No
36.0,Bachelor's,14,67.6,6.5,Yes,Yes
22.0,Bachelor's,0,,7.1,Yes,No
49.0,Bachelor's,27,77.4,3.5,Yes,Yes
61.0,Bachelor's,38,48.7,6.8,Yes,Yes
18.0,High School,0,98.7,3.1,Yes,No
40.0,Master's,16,65.3,6.7,Yes,Yes
54.0,Bachelor's,30,43.3,5.2,Yes,No
25.0,Master's,,64.7,4.8,Yes,No
30.0,Bachelor's,8,58.7,8.2,Yes,Yes
25.0,Bachelor's,3,100.0,6.0,Yes,Yes
40.0,High School,21,86.0,7.4,No,Yes
60.0,Master's,36,66.0,7.5,No,Yes
18.0,High School,0,62.8,9.0,No,No
62.0,High School,43,84.0,4.1,Yes,Yes
41.0,Bachelor's,18,85.0,8.3,Yes,Yes
52.0,Master's,28,6.8,6.5,Yes,No
41.0,High School,22,77.9,5.7,Yes,Yes
34.0,High School,16,65.6,4.2,No,No
22.0,Master's,0,38.8,7.7,Yes,No
37.0,Master's,12,82.6,4.7,No,No
38.0,,,100.0,7.5,No,Yes
57.0,Bachelor's,34,76.1,10.0,No,Yes
,Bachelor's,,87.0,8.5,No,Yes
63.0,Bachelor's,39,100.0,9.3,Yes,Yes
,Master's,,48.4,5.1,Yes,No
28.0,High School,8,27.8,8.0,Yes,No
32.0,Master's,8,78.1,4.2,Yes,No
36.0,Bachelor's,13,60.0,6.0,Yes,No
24.0,Bachelor's,0,37.5,10.0,Yes,No
45.0,Bachelor's,22,63.4,5.3,No,No
60.0,PhD,31,79.6,8.7,Yes,Yes
22.0,High School,3,62.0,8.5,No,No
22.0,High School,2,49.3,8.6,Yes,No
47.0,High School,28,60.5,4.0,No,No
49.0,PhD,22,64.6,7.6,Yes,Yes
25.0,Master's,0,26.4,6.2,Yes,No
27.0,Bachelor's,5,62.1,8.7,Yes,Yes
55.0,High School,37,38.1,3.2,No,No
64.0,Master's,40,78.2,7.2,Yes,Yes
49.0,Master's,24,33.8,7.0,No,No
65.0,Bachelor's,42,85.3,2.5,Yes,Yes
45.0,Bachelor's,23,56.8,4.7,Yes,No
34.0,High School,14,54.1,2.8,Yes,No
48.0,Bachelor's,25,70.9,5.0,No,No
25.0,Master's,0,47.7,7.6,Yes,No
57.0,High School,38,70.6,6.9,No,Yes
42.0,Bachelor's,19,50.4,6.8,Yes,No
26.0,Bachelor's,4,53.9,4.4,Yes,No
19.0,Master's,0,73.1,8.7,Yes,Yes
32.0,Bachelor's,8,42.2,6.5,Yes,No
20.0,High School,0,39.7,6.6,Yes,No
53.0,Bachelor's,29,,8.4,No,Yes
21.0,Bachelor's,0,64.5,4.5,No,No
31.0,High School,12,68.4,7.0,Yes,No
58.0,Master's,33,71.6,7.3,Yes,Yes
58.0,High School,40,66.1,5.4,Yes,Yes
42.0,Bachelor's,19,77.2,7.8,No,Yes
27.0,High School,9,66.9,7.5,No,No
38.0,High School,18,24.9,6.3,Yes,No
53.0,Bachelor's,31,30.0,6.2,,No
29.0,High School,10,100.0,7.5,No,Yes
44.0,Bachelor's,21,65.0,8.1,Yes,Yes
57.0,High School,38,84.0,6.6,No,Yes
19.0,Master's,0,58.1,8.7,Yes,Yes
30.0,High School,12,63.8,7.8,Yes,No
49.0,High School,31,55.9,2.9,Yes,No
48.0,Bachelor's,25,100.0,3.7,Yes,Yes
33.0,Master's,9,70.1,8.9,No,Yes
49.0,Bachelor's,26,54.3,6.0,Yes,Yes
49.0,Master's,25,32.0,6.8,Yes,Yes
51.0,High School,31,100.0,8.8,No,Yes
28.0,Master's,2,61.7,6.5,Yes,No
27.0,High School,9,79.9,6.6,Yes,No
,High School,,82.1,4.8,Yes,No
34.0,Bachelor's,10,55.7,7.2,Yes,No
57.0,Bachelor's,33,78.4,7.7,Yes,Yes
35.0,PhD,6,52.9,5.3,Yes,No
26.0,High School,7,45.2,4.7,Yes,No
42.0,PhD,15,88.3,10.0,Yes,Yes
57.0,Bachelor's,35,61.8,6.3,Yes,Yes
31.0,Bachelor's,8,75.4,5.1,,No
,High School,,73.2,7.9,Yes,Yes
39.0,Bachelor's,16,77.8,6.4,Yes,Yes
47.0,PhD,18,33.9,4.3,Yes,No
37.0,Bachelor's,15,53.3,7.5,Yes,Yes
,Bachelor's,,58.5,4.8,Yes,No
61.0,PhD,33,48.4,9.7,No,Yes
49.0,Bachelor's,25,73.6,7.5,Yes,Yes
63.0,Bachelor's,41,88.7,5.9,Yes,Yes
38.0,Bachelor's,14,91.9,6.7,No,Yes
52.0,High School,34,58.2,8.3,No,Yes
49.0,High School,29,70.8,6.9,No,Yes
47.0,Bachelor's,,73.9,10.0,Yes,Yes
56.0,Bachelor's,34,77.4,8.8,Yes,Yes
29.0,Master's,5,47.4,7.5,Yes,No
58.0,High School,40,100.0,4.6,Yes,Yes
64.0,,,83.5,6.2,Yes,Yes
35.0,High School,15,84.1,7.5,No,Yes
38.0,Bachelor's,15,89.1,4.9,Yes,Yes
30.0,Bachelor's,8,75.7,9.1,Yes,Yes
38.0,High School,20,44.5,4.6,Yes,No
25.0,High School,7,62.2,5.2,No,No
63.0,Master's,39,32.0,5.4,Yes,Yes
